S.N.,Contract No,Stock Symbol,Buyer Broker,Seller Broker,Quantity,Rate,Amount
504,2022081403013148,LBBL,41,47,100,376,37600.00
505,2022081403013147,LBBL,46,47,1000,376,376000.00
506,2022081403013146,LBBL,59,47,50,376,18800.00
507,2022081403013145,LBBL,45,47,200,376.5,75300.00
508,2022081403013144,LBBL,4,47,34,377,12818.00
509,2022081401015015,HDL,13,43,10,3525,35250.00
510,2022081404007796,KKHC,58,47,25,215,5375.00
511,2022081403013143,NRIC,59,38,29,739,21431.00
512,2022081403013142,NIFRA,42,52,50,229.9,11495.00
513,2022081403013141,GMFIL,28,38,100,351.1,35110.00
514,2022081403013140,JBBL,38,58,50,297.8,14890.00
515,2022081403013139,JBBL,38,49,50,297.5,14875.00
516,2022081403013138,CLBSL,50,43,40,919,36760.00
517,2022081403013137,CLBSL,50,46,27,918,24786.00
518,2022081404007795,UMHL,14,58,30,278,8340.00
519,2022081404007794,RADHI,22,34,10,561,5610.00
520,2022081404007793,RADHI,38,34,100,561,56100.00
521,2022081404007792,SHPC,5,39,200,315,63000.00
522,2022081404007791,NGPL,18,45,25,272.2,6805.00
523,2022081403013136,MLBL,49,29,350,382,133700.00
524,2022081404007790,UNHPL,28,59,10,236,2360.00
525,2022081401015014,SHIVM,42,58,80,708,56640.00
526,2022081404007789,DHPL,53,42,20,203.2,4064.00
527,2022081403013135,GRDBL,58,32,100,246,24600.00
528,2022081401015013,PRVU,41,3,25,206.3,5157.50
529,2022081401015012,NABIL,41,48,50,789,39450.00
530,2022081401015011,CZBIL,45,18,20,199.7,3994.00
531,2022081401015010,EBL,46,38,12,499,5988.00
532,2022081401015009,EBL,46,6,20,498,9960.00
533,2022081401015008,NMB,7,34,500,250.9,125450.00
534,2022081403013134,FMDBL,52,33,10,691,6910.00
535,2022081403013133,LICN,11,5,20,1384,27680.00
536,2022081403013132,CLBSL,58,45,80,917.1,73368.00
537,2022081403013131,CLBSL,35,45,10,917.1,9171.00
538,2022081403013130,CLBSL,40,45,10,917.1,9171.00
539,2022081403013129,LICN,45,45,20,1387,27740.00
540,2022081403013128,GBBL,34,21,50,388,19400.00
541,2022081401015006,BHDC,47,53,10,459.1,4591.00
542,2022081403013127,NLIC,34,47,85,670.1,56958.50
543,2022081404007788,UMRH,26,1,10,640,6400.00
544,2022081404007787,MHNL,42,46,250,284.5,71125.00
545,2022081404007786,MHNL,57,46,250,284.6,71150.00
546,2022081404007785,MHNL,57,46,500,284.6,142300.00
547,2022081401015005,ADBL,34,11,138,317.9,43870.20
548,2022081404007784,CHL,34,7,370,263,97310.00
549,2022081404007783,CHL,34,42,30,263,7890.00
550,2022081401015004,BHDC,47,13,100,459.1,45910.00
551,2022081401015003,CZBIL,37,33,963,199.6,192214.80
552,2022081401015002,HHL,35,58,10,318,3180.00
553,2022081401015001,HHL,35,49,10,318,3180.00
554,2022081401015000,HHL,35,32,10,318,3180.00
555,2022081401014999,HHL,35,42,10,317,3170.00
556,2022081401014998,HHL,35,56,10,317,3170.00
557,2022081403013126,NRN,5,45,10,488,4880.00
558,2022081401015007,HHL,28,36,10,316,3160.00
559,2022081403013125,SADBL,42,21,10,315,3150.00
560,2022081403013124,NRN,16,22,10,486.1,4861.00
561,2022081404007782,NHPC,47,57,1450,245.1,355395.00
562,2022081404007781,NHPC,22,57,10,245.2,2452.00
563,2022081401014997,CZBIL,37,57,150,199.6,29940.00
564,2022081404007780,NHPC,58,57,40,245.2,9808.00
565,2022081405001956,MKLB,21,45,1,1001,1001.00
566,2022081405001955,JBLB,46,36,43,2725,117175.00
567,2022081405001954,JBLB,46,57,22,2725,59950.00
568,2022081401014996,NBL,41,16,116,283,32828.00
569,2022081403013123,MDB,38,36,337,367.1,123712.70
570,2022081403013122,MDB,43,36,36,367.2,13219.20
571,2022081403013121,MDB,14,36,50,367.5,18375.00
572,2022081401014995,NICA,1,46,100,661,66100.00
573,2022081401014994,NBL,58,42,10,283.5,2835.00
574,2022081403013120,ICFC,58,41,10,495,4950.00
575,2022081403013119,ICFC,58,45,35,494.3,17300.50
576,2022081401014993,CZBIL,58,18,198,199.7,39540.60
577,2022081405001953,SAHAS,44,51,10,525,5250.00
578,2022081403013118,MPFL,55,19,150,281.1,42165.00
579,2022081403013117,GFCL,17,59,13,517,6721.00
580,2022081405001952,JBLB,49,19,19,2725,51775.00
581,2022081403013116,JBBL,34,49,50,297.5,14875.00
582,2022081404007779,UMHL,32,38,10,279,2790.00
583,2022081403013115,KSBBL,57,34,115,338,38870.00
584,2022081401014992,SANIMA,42,8,12,253.5,3042.00
585,2022081403013114,KSBBL,57,4,10,338,3380.00
586,2022081404007778,NGPL,57,45,180,272.2,48996.00
587,2022081403013113,KSBBL,57,5,375,338,126750.00
588,2022081403013112,SAPDBL,55,48,50,236,11800.00
589,2022081404007777,NGPL,45,56,25,272.1,6802.50
590,2022081404007776,NGPL,45,56,475,272.1,129247.50
591,2022081403013111,ALICL,50,48,20,586,11720.00
592,2022081403013110,HIDCL,17,28,20,202,4040.00
593,2022081403013109,GLBSL,38,40,10,1070,10700.00
594,2022081401014991,PCBL,37,46,20,236,4720.00
595,2022081401014990,MBL,34,16,36,230.7,8305.20
596,2022081401014989,NABIL,8,48,10,789,7890.00
597,2022081405001951,RULB,57,28,70,1100,77000.00
598,2022081405001950,RULB,57,28,50,1100,55000.00
599,2022081405001949,RULB,57,58,10,1100,11000.00
600,2022081405001948,RULB,57,25,40,1100,44000.00
601,2022081403013108,NFS,55,40,90,292,26280.00
602,2022081405001947,RULB,57,56,60,1099,65940.00
603,2022081405001946,RULB,57,42,20,1099,21980.00
604,2022081404007775,NHPC,14,42,200,246,49200.00
605,2022081403013107,SHINE,42,34,405,307,124335.00
606,2022081403013106,SHINE,57,34,100,308.1,30810.00
607,2022081403013105,SHINE,7,34,495,309,152955.00
608,2022081401014988,SANIMA,42,58,20,253.5,5070.00
609,2022081403013104,NTC,34,45,20,865,17300.00
610,2022081401014987,HHL,28,7,10,316,3160.00
611,2022081403013103,ICFC,45,33,40,494,19760.00
612,2022081401014986,SHIVM,35,58,10,708,7080.00
613,2022081403013102,CFCL,59,49,10,324,3240.00
614,2022081404007774,API,46,5,91,252.1,22941.10
615,2022081404007773,API,55,5,59,252.1,14873.90
616,2022081404007772,API,53,5,50,253,12650.00
617,2022081403013101,NLIC,34,42,436,670.1,292163.60
618,2022081404007770,UMRH,19,1,50,640,32000.00
619,2022081404007769,UMRH,57,1,50,640,32000.00
620,2022081404007768,UMRH,56,1,15,640,9600.00
621,2022081404007767,UMRH,3,1,100,640,64000.00
622,2022081404007766,UMRH,37,1,100,640,64000.00
623,2022081404007765,UMRH,34,1,10,641,6410.00
624,2022081404007764,UMRH,48,1,20,641.1,12822.00
625,2022081404007763,UMRH,57,1,20,642,12840.00
626,2022081404007762,UMRH,54,1,20,642.1,12842.00
627,2022081404007761,UMRH,35,1,200,642.2,128440.00
628,2022081403013100,SADBL,50,21,170,315,53550.00
629,2022081403013099,SADBL,50,22,80,315,25200.00
630,2022081403013098,SADBL,50,46,250,315,78750.00
631,2022081404007760,IGI,58,48,41,418,17138.00
632,2022081404007759,IGI,58,21,80,418,33440.00
633,2022081403013097,CIT,13,7,50,2102,105100.00
634,2022081403013096,NFS,54,40,200,292,58400.00
635,2022081404007758,BPCL,17,41,500,318.9,159450.00
636,2022081401014983,GVL,8,49,500,361,180500.00
637,2022081403013095,NIFRA,38,6,36,229.9,8276.40
638,2022081404007757,GLH,55,38,238,306,72828.00
639,2022081403013094,CFCL,38,49,10,324,3240.00
640,2022081401014985,DORDI,16,51,10,350,3500.00
641,2022081401014984,DORDI,16,58,10,349.9,3499.00
642,2022081404007771,UMRH,34,1,100,640,64000.00
643,2022081401014982,HDL,58,6,20,3525,70500.00
644,2022081401014981,HDL,25,6,10,3526,35260.00
645,2022081401014980,HDL,38,6,10,3526,35260.00
646,2022081404007756,SHPC,21,6,220,315.9,69498.00
647,2022081404007755,SHPC,21,21,30,315.5,9465.00
648,2022081401014979,SANIMA,21,38,90,254,22860.00
649,2022081401014978,SANIMA,21,22,20,254,5080.00
650,2022081403013093,ALICL,50,48,135,587,79245.00
651,2022081405001945,ENL,59,34,50,649.8,32490.00
652,2022081405001944,ENL,34,34,100,649.8,64980.00
653,2022081405001943,ENL,45,34,10,650,6500.00
654,2022081405001942,ENL,48,34,100,650,65000.00
655,2022081405001941,ENL,41,34,10,650,6500.00
656,2022081405001940,ENL,50,34,20,650,13000.00
657,2022081405001939,ENL,55,34,10,650.6,6506.00
658,2022081403013092,SAPDBL,57,58,30,235.5,7065.00
659,2022081405001938,ENL,28,34,200,651,130200.00
660,2022081404007754,NHDL,58,39,300,399,119700.00
661,2022081401014977,SHIVM,58,58,10,708,7080.00
662,2022081405001937,ENL,53,34,400,659.8,263920.00
663,2022081404007753,NHDL,58,32,50,398.9,19945.00
664,2022081401014976,NICA,49,58,60,660.1,39606.00
665,2022081405001936,ENL,59,34,10,663,6630.00
666,2022081401014975,BHDC,47,13,10,459.1,4591.00
667,2022081404007752,HEI,33,45,506,419,212014.00
668,2022081404007751,HEI,33,55,13,418,5434.00
669,2022081404007750,HEI,33,32,157,418,65626.00
670,2022081403013091,NICLBSL,52,45,40,857.9,34316.00
671,2022081403013090,CHDC,59,49,10,756,7560.00
672,2022081403013089,SIFC,18,38,20,335,6700.00
673,2022081403013088,SIFC,18,38,10,334,3340.00
674,2022081403013087,JFL,18,17,23,399,9177.00
675,2022081403013086,CIT,49,14,30,2103,63090.00
676,2022081403013085,HIDCL,42,28,25,202,5050.00
677,2022081404007749,LEC,32,57,20,259,5180.00
678,2022081401014974,BHDC,47,57,10,459.1,4591.00
679,2022081404007748,RHPL,40,35,20,257,5140.00
680,2022081401014973,NABIL,56,48,50,789,39450.00
681,2022081401014972,ULBSL,20,48,80,3682,294560.00
682,2022081401014971,ULBSL,51,48,10,3682,36820.00
683,2022081401014970,ULBSL,38,48,10,3685,36850.00
684,2022081403013084,NIFRA,59,34,16,229,3664.00
685,2022081403013083,NIFRA,43,34,50,229,11450.00
686,2022081403013082,NIFRA,45,34,220,229,50380.00
687,2022081403013081,NIFRA,58,34,15,229.1,3436.50
688,2022081405001935,MKJC,58,49,100,475,47500.00
689,2022081405001934,JBLB,39,19,22,2725,59950.00
690,2022081404007747,AKJCL,29,21,13,208.5,2710.50
691,2022081403013080,HIDCL,45,28,161,202,32522.00
692,2022081403013079,HIDCL,45,7,500,201.9,100950.00
693,2022081404007746,AKJCL,45,21,20,208.5,4170.00
694,2022081403013078,HIDCL,45,40,50,201.9,10095.00
695,2022081401014969,HBL,13,48,13,313.6,4076.80
696,2022081403013077,KSBBL,44,58,135,337.5,45562.50
697,2022081403013076,BFC,42,33,150,384,57600.00
698,2022081401014968,NESDO,59,25,10,3213.9,32139.00
699,2022081401014967,SHIVM,57,59,25,705.2,17630.00
700,2022081401014966,SHIVM,32,59,50,705.2,35260.00
701,2022081401014965,SHIVM,7,59,200,705.2,141040.00
702,2022081401014964,SHIVM,38,59,25,705.5,17637.50
703,2022081401014963,SHIVM,34,59,100,706,70600.00
704,2022081405001933,MLBS,18,51,10,1210,12100.00
705,2022081403013075,NABBC,38,3,139,450,62550.00
706,2022081403013074,NABBC,38,46,41,449.9,18445.90
707,2022081403013073,NABBC,38,57,20,445,8900.00
708,2022081403013072,JFL,38,47,50,399.9,19995.00
709,2022081403013071,MFIL,57,55,105,426,44730.00
710,2022081403013070,MDB,10,34,50,368,18400.00
711,2022081403013069,GUFL,13,56,50,548,27400.00
712,2022081404007745,SHPC,5,17,20,315,6300.00
713,2022081404007744,SHPC,5,45,160,314.3,50288.00
714,2022081403013068,MNBBL,35,8,10,438,4380.00
715,2022081401014962,SHIVM,38,34,75,705.5,52912.50
716,2022081401014961,SHIVM,57,34,100,705.5,70550.00
717,2022081401014960,SHIVM,6,34,50,705.8,35290.00
718,2022081401014959,SHIVM,52,34,100,706,70600.00
719,2022081401014958,SHIVM,16,34,100,706,70600.00
720,2022081401014957,SHIVM,38,34,25,706,17650.00
721,2022081401014956,SHIVM,45,34,50,706,35300.00
722,2022081403013067,DDBL,58,45,100,965,96500.00
723,2022081401014955,MMF1,58,34,111,7.85,871.35
724,2022081404007743,UMRH,59,55,10,649.1,6491.00
725,2022081404007742,SHEL,20,55,10,284,2840.00
726,2022081404007741,STC,47,48,10,4019,40190.00
727,2022081404007740,DHPL,58,38,79,204,16116.00
728,2022081404007739,DHPL,58,44,21,204,4284.00
729,2022081401014954,LBL,49,7,1000,198,198000.00
730,2022081403013066,SADBL,13,13,10,314,3140.00
731,2022081401014953,HHL,28,33,10,316,3160.00
732,2022081403013065,USLB,56,3,13,984,12792.00
733,2022081403013064,SINDU,3,48,270,275,74250.00
734,2022081403013063,GLBSL,42,38,220,1040.4,228888.00
735,2022081403013062,GLBSL,34,38,10,1041,10410.00
736,2022081401014952,HHL,28,57,10,316,3160.00
737,2022081404007738,NMB50,14,19,100,12.7,1270.00
738,2022081403013061,ALICL,50,29,500,587,293500.00
739,2022081403013060,ALICL,50,16,265,587,155555.00
740,2022081403013059,ALICL,50,33,100,586,58600.00
741,2022081403013058,JBBL,45,4,50,297,14850.00
742,2022081404007737,PMHPL,28,28,10,230.9,2309.00
743,2022081404007736,MEN,32,26,10,860,8600.00
744,2022081403013057,SIFC,41,57,194,332,64408.00
745,2022081403013056,NFS,47,40,50,292,14600.00
746,2022081403013055,ALBSL,5,14,276,1136.8,313756.80
747,2022081403013054,ALBSL,32,14,25,1143.8,28595.00
748,2022081403013053,ALBSL,17,14,100,1143.9,114390.00
749,2022081403013052,ALBSL,52,14,45,1144,51480.00
750,2022081403013051,ALBSL,38,14,10,1144,11440.00
751,2022081403013050,ALBSL,13,14,50,1144,57200.00
752,2022081403013049,ALBSL,26,14,10,1145,11450.00
753,2022081403013048,ALBSL,41,14,163,1145,186635.00
754,2022081403013047,ALBSL,34,14,100,1145,114500.00
755,2022081403013046,ALBSL,58,14,25,1149.6,28740.00
756,2022081403013045,ALBSL,14,14,10,1150,11500.00
757,2022081403013044,ALBSL,20,14,50,1150,57500.00
758,2022081403013043,ALBSL,43,14,34,1151,39134.00
759,2022081403013042,ALBSL,46,14,50,1151,57550.00
760,2022081403013041,ALBSL,33,14,100,1152,115200.00
761,2022081403013040,ALBSL,13,14,14,1152.1,16129.40
762,2022081403013039,ALBSL,17,14,10,1159.4,11594.00
763,2022081403013038,ALBSL,21,14,14,1159.4,16231.60
764,2022081403013037,ALBSL,26,14,14,1159.5,16233.00
765,2022081401014951,NESDO,59,50,10,3201,32010.00
766,2022081401014950,NESDO,45,50,20,3202,64040.00
767,2022081401014949,NESDO,48,50,60,3202,192120.00
768,2022081401014948,NESDO,45,50,10,3203,32030.00
769,2022081401014947,HHL,28,50,10,316,3160.00
770,2022081403013036,JFL,19,47,100,399.9,39990.00
771,2022081404007735,NHPC,58,49,10,245.2,2452.00
772,2022081401014946,HBL,17,22,50,313.7,15685.00
773,2022081404007734,NICL,19,37,20,464,9280.00
774,2022081404007733,NICL,45,37,30,464.1,13923.00
775,2022081404007732,AKJCL,36,21,217,208.5,45244.50
776,2022081404007731,AKJCL,36,38,83,208.5,17305.50
777,2022081403013035,PROFL,41,57,100,279,27900.00
778,2022081405001932,JBLB,57,19,10,2725,27250.00
779,2022081403013034,PROFL,58,57,100,279,27900.00
780,2022081405001931,JALPA,46,38,10,3149,31490.00
781,2022081404007730,AHPC,29,56,950,345.1,327845.00
782,2022081404007729,AHPC,34,56,50,346,17300.00
783,2022081404007728,AKJCL,58,38,12,208.5,2502.00
784,2022081403013033,ILBS,34,19,30,975,29250.00
785,2022081403013032,ILBS,36,19,20,975,19500.00
786,2022081403013031,ILBS,41,19,20,975,19500.00
787,2022081401014945,SHIVM,37,58,10,708,7080.00
788,2022081403013030,JBBL,45,6,200,297,59400.00
789,2022081405001930,MKLB,55,45,10,1002,10020.00
790,2022081403013029,NLIC,34,34,10,670.2,6702.00
791,2022081403013028,NFS,34,40,10,292,2920.00
792,2022081403013027,NLIC,34,26,100,670.1,67010.00
793,2022081403013026,NRIC,16,18,18,737,13266.00
794,2022081403013025,NRIC,55,18,10,737,7370.00
795,2022081403013024,NRIC,59,18,98,738,72324.00
796,2022081403013023,NRIC,13,18,30,738,22140.00
797,2022081403013022,NRIC,49,18,30,738,22140.00
798,2022081401014944,ULBSL,16,32,10,3685,36850.00
799,2022081403013021,NLIC,32,45,72,670,48240.00
800,2022081403013020,NLIC,32,45,100,670,67000.00
801,2022081403013019,NLIC,58,45,10,670,6700.00
802,2022081403013018,NLIC,51,45,77,670,51590.00
803,2022081403013017,NLIC,49,45,138,670,92460.00
804,2022081404007727,UPCL,14,7,406,249.9,101459.40
805,2022081404007726,UPCL,14,34,94,249,23406.00
806,2022081404007725,RHPL,38,14,300,255,76500.00
807,2022081404007724,RHPL,44,14,100,255,25500.00
808,2022081403013016,RLFL,6,56,200,341.2,68240.00
809,2022081404007723,NIL,5,29,31,700,21700.00
810,2022081404007722,NIL,58,29,69,700,48300.00
811,2022081403013015,CBBL,41,40,10,1012,10120.00
812,2022081403013014,ALICL,32,50,30,585.5,17565.00
813,2022081401014943,PCBL,34,46,149,236,35164.00
814,2022081401014942,PCBL,34,54,61,236,14396.00
815,2022081401014941,ADBL,34,47,200,317.9,63580.00
816,2022081401014940,ADBL,34,13,137,317.9,43552.30
817,2022081404007721,UPCL,43,34,406,249,101094.00
818,2022081401014939,NABIL,58,48,10,789,7890.00
819,2022081403013013,EDBL,19,58,80,339,27120.00
820,2022081403013012,EDBL,19,58,20,339,6780.00
821,2022081403013011,SWBBL,49,25,50,1311,65550.00
822,2022081403013010,HIDCL,41,40,100,201.9,20190.00
823,2022081404007720,UMHL,14,38,185,278,51430.00
824,2022081404007719,BPCL,42,57,18,318.3,5729.40
825,2022081404007718,BPCL,13,57,200,318.4,63680.00
826,2022081403013009,MNBBL,35,4,10,438,4380.00
827,2022081403013008,NRIC,35,38,50,739,36950.00
828,2022081404007717,GLH,54,38,30,306.1,9183.00
829,2022081403013007,JBBL,10,58,1000,297.8,297800.00
830,2022081405001929,SAHAS,44,34,100,525,52500.00
831,2022081404007716,UMHL,14,19,33,278,9174.00
832,2022081403013006,SWBBL,49,52,45,1311,58995.00
833,2022081403013005,GRDBL,39,25,50,245,12250.00
834,2022081403013004,GRDBL,34,25,50,245.1,12255.00
835,2022081404007715,NGPL,45,38,500,272.1,136050.00
836,2022081401014938,NCCB,56,42,10,206,2060.00
837,2022081401014937,SBL,14,1,50,304.9,15245.00
838,2022081404007714,GHL,58,26,30,219,6570.00
839,2022081401014936,PRVU,58,3,300,206.3,61890.00
840,2022081404007713,NGPL,45,58,25,272.1,6802.50
841,2022081403013003,HIDCL,13,4,200,201.6,40320.00
842,2022081404007712,NHPC,32,55,20,245.9,4918.00
843,2022081404007711,NHPC,32,29,10,245.5,2455.00
844,2022081403013002,MFIL,58,14,20,425,8500.00
845,2022081403013001,ICFC,45,14,100,494,49400.00
846,2022081401014935,BHDC,47,51,10,459.1,4591.00
847,2022081403013000,NRIC,6,38,20,739,14780.00
848,2022081403012999,ICFC,32,45,25,494.3,12357.50
849,2022081403012998,SWBBL,57,52,15,1311,19665.00
850,2022081403012997,LBBL,4,47,50,377,18850.00
851,2022081403012996,LBBL,44,47,250,377,94250.00
852,2022081403012995,LBBL,53,47,500,377,188500.00
853,2022081403012994,LBBL,17,47,300,377,113100.00
854,2022081403012993,LBBL,51,47,500,377,188500.00
855,2022081403012992,LBBL,38,47,500,377.1,188550.00
856,2022081403012991,LBBL,8,47,200,377.2,75440.00
857,2022081403012990,LBBL,36,47,200,377.6,75520.00
858,2022081403012989,HIDCL,13,50,80,201.6,16128.00
859,2022081403012988,FOWAD,58,7,10,2640,26400.00
860,2022081404007710,NHPC,58,13,100,245.2,24520.00
861,2022081403012987,ACLBSL,19,22,119,840,99960.00
862,2022081403012986,ACLBSL,52,22,20,840,16800.00
863,2022081403012985,ACLBSL,40,22,10,841,8410.00
864,2022081403012984,ACLBSL,34,22,12,842,10104.00
865,2022081403012983,ACLBSL,40,22,10,842,8420.00
866,2022081404007709,API,51,47,215,252,54180.00
867,2022081404007708,API,58,47,10,252,2520.00
868,2022081404007707,API,42,47,50,252,12600.00
869,2022081404007706,API,55,47,50,252,12600.00
870,2022081404007705,API,49,47,60,252,15120.00
871,2022081404007704,API,44,47,115,252,28980.00
872,2022081403012982,ALICL,3,35,12,585,7020.00
873,2022081403012981,ALICL,58,35,15,585,8775.00
874,2022081403012980,ALICL,57,35,65,585,38025.00
875,2022081401014934,NICA,17,46,200,661,132200.00
876,2022081403012979,SFCL,6,3,10,279,2790.00
877,2022081404007703,CHCL,19,47,100,393,39300.00
878,2022081403012978,SAPDBL,44,48,250,236,59000.00
879,2022081401014933,CZBIL,34,18,74,199.7,14777.80
880,2022081405001928,JALPA,28,7,540,3135,1692900.00
881,2022081405001927,JALPA,57,7,50,3136,156800.00
882,2022081403012977,KSBBL,58,5,25,338,8450.00
883,2022081403012976,GUFL,32,29,50,548,27400.00
884,2022081403012975,FOWAD,22,41,22,2638,58036.00
885,2022081403012974,GBLBS,47,36,150,735,110250.00
886,2022081401014932,RFPL,59,21,90,277.2,24948.00
887,2022081403012973,FMDBL,10,33,30,691,20730.00
888,2022081401014931,SHIVM,42,39,100,706,70600.00
889,2022081401014930,SHIVM,13,39,100,706,70600.00
890,2022081401014929,SHIVM,33,39,150,706,105900.00
891,2022081405001926,MLBS,18,21,10,1216,12160.00
892,2022081404007702,NHPC,58,17,50,245.2,12260.00
893,2022081404007701,NHPC,39,17,50,245.2,12260.00
894,2022081403012972,CORBL,29,47,10,309,3090.00
895,2022081403012971,CORBL,29,4,70,305,21350.00
896,2022081404007700,AKJCL,32,38,10,208.5,2085.00
897,2022081403012970,NFS,58,57,50,293,14650.00
898,2022081403012969,NFS,58,58,50,292.5,14625.00
899,2022081403012968,MLBBL,34,33,10,1227,12270.00
900,2022081404007699,DHPL,59,44,100,204,20400.00
901,2022081403012967,KSBBL,38,5,100,338,33800.00
902,2022081401014928,HBL,42,49,13,314,4082.00
903,2022081401014927,PCBL,41,54,20,236,4720.00
904,2022081404007698,UPPER,16,45,1000,469.9,469900.00
905,2022081404007697,SJCL,49,36,10,255,2550.00
906,2022081404007696,NMB50,14,54,2000,12.48,24960.00
907,2022081401014926,GVL,47,58,10,360,3600.00
908,2022081403012966,HIDCL,13,42,22,201.6,4435.20
909,2022081403012965,GRDBL,41,32,65,247,16055.00
910,2022081401014925,ULBSL,16,32,20,3685,73700.00
911,2022081404007695,SHPC,32,53,100,314.3,31430.00
912,2022081403012964,SHINE,7,34,205,308.3,63201.50
913,2022081403012963,SHINE,7,22,300,308,92400.00
914,2022081403012962,SHINE,7,22,375,308,115500.00
915,2022081401014924,HHL,1,34,10,317,3170.00
916,2022081401014923,HHL,1,58,10,317,3170.00
917,2022081401014922,HHL,1,58,10,317,3170.00
918,2022081401014921,HHL,1,34,10,317,3170.00
919,2022081401014920,HHL,1,42,10,317,3170.00
920,2022081403012961,GUFL,32,53,50,548,27400.00
921,2022081403012960,BFC,38,56,400,384.1,153640.00
