S.N.,Contract No,Stock Symbol,Buyer Broker,Seller Broker,Quantity,Rate,Amount
29752,2022081401004271,CZBIL,1,57,13,199.8,2597.40
29753,2022081401004270,HHL,21,45,10,325.3,3253.00
29754,2022081403002713,SADBL,39,17,70,321,22470.00
29755,2022081403002712,SIFC,38,38,105,341.9,35899.50
29756,2022081404001300,NHPC,49,55,45,258,11610.00
29757,2022081403002711,CIT,43,58,10,2161.1,21611.00
29758,2022081401004269,HHL,21,51,10,327,3270.00
29759,2022081403002710,RSDC,35,6,8,565.5,4524.00
29760,2022081404001299,KKHC,42,4,20,222,4440.00
29761,2022081401004268,BHDC,11,22,10,464,4640.00
29762,2022081401004267,HHL,21,6,10,325.3,3253.00
29763,2022081401004266,HHL,21,32,10,325.3,3253.00
29764,2022081404001298,BPCL,57,41,58,324,18792.00
29765,2022081401004265,BNT,55,45,10,14100,141000.00
29766,2022081403002709,RLFL,47,38,17,357,6069.00
29767,2022081403002708,RLFL,47,51,12,357,4284.00
29768,2022081404001297,NIL,45,34,55,710,39050.00
29769,2022081403002707,MLBL,46,38,100,395,39500.00
29770,2022081404001296,NHPC,33,58,50,257.5,12875.00
29771,2022081403002706,NLIC,58,17,15,675,10125.00
29772,2022081401004264,SCB,43,48,25,428.1,10702.50
29773,2022081401004263,SCB,14,48,50,428.1,21405.00
29774,2022081403002705,GBBL,43,18,300,396,118800.00
29775,2022081405000383,MBJC,58,35,20,242,4840.00
29776,2022081401004262,SHIVM,59,45,100,742,74200.00
29777,2022081403002704,CORBL,41,58,30,313,9390.00
29778,2022081404001295,SHEL,58,38,10,290,2900.00
29779,2022081403002703,JBBL,50,49,200,303,60600.00
29780,2022081401004261,HHL,21,45,10,325.3,3253.00
29781,2022081401004260,HHL,21,32,10,325.3,3253.00
29782,2022081403002702,NUBL,41,14,10,999.9,9999.00
29783,2022081401004259,CZBIL,7,39,20,200,4000.00
29784,2022081401004258,NICA,41,4,20,665,13300.00
29785,2022081403002701,NABBC,28,42,10,468,4680.00
29786,2022081403002700,KRBL,7,29,10,251,2510.00
29787,2022081401004257,NESDO,42,28,10,3247,32470.00
29788,2022081401004256,GVL,49,3,10,378.5,3785.00
29789,2022081401004255,SBL,53,14,50,311,15550.00
29790,2022081403002699,NLIC,38,8,1,662,662.00
29791,2022081401004254,BHL,3,49,10,333,3330.00
29792,2022081401004253,BHL,3,58,10,333,3330.00
29793,2022081403002698,HIDCL,59,37,188,207.9,39085.20
29794,2022081403002697,HIDCL,59,45,200,207.8,41560.00
29795,2022081401004252,RFPL,47,57,10,290,2900.00
29796,2022081401004251,RFPL,47,49,25,290,7250.00
29797,2022081401004250,DORDI,50,58,20,362.7,7254.00
29798,2022081401004249,HDL,41,35,10,3615,36150.00
29799,2022081401004248,CZBIL,1,20,16,199.8,3196.80
29800,2022081401004247,NABIL,26,52,500,795,397500.00
29801,2022081401004246,SHIVM,28,28,27,743,20061.00
29802,2022081401004245,HHL,38,35,10,325.2,3252.00
29803,2022081403002696,NLIC,44,17,185,675,124875.00
29804,2022081403002695,NLIC,44,47,15,675,10125.00
29805,2022081404001294,SICL,44,14,200,825,165000.00
29806,2022081401004244,NABIL,39,52,50,795,39750.00
29807,2022081404001293,JOSHI,38,22,20,232,4640.00
29808,2022081401004243,HHL,38,38,10,325.2,3252.00
29809,2022081403002694,HIDCL,51,14,10,207.1,2071.00
29810,2022081401004242,HHL,38,45,10,325.2,3252.00
29811,2022081404001292,SICL,26,14,44,824,36256.00
29812,2022081401004241,HDL,51,35,10,3615,36150.00
29813,2022081403002693,GBLBS,57,21,190,775,147250.00
29814,2022081403002692,GBLBS,57,38,10,775,7750.00
29815,2022081403002691,GBLBS,57,3,50,774,38700.00
29816,2022081403002690,SFCL,26,1,82,293,24026.00
29817,2022081403002689,SFCL,26,45,300,292,87600.00
29818,2022081403002688,SFCL,26,39,283,291,82353.00
29819,2022081403002687,SFCL,26,7,10,290.7,2907.00
29820,2022081403002686,SFCL,26,35,25,290.7,7267.50
29821,2022081403002685,ALICL,5,50,18,602,10836.00
29822,2022081403002684,NLIC,39,47,10,675,6750.00
29823,2022081403002683,SKBBL,58,6,42,1090,45780.00
29824,2022081403002682,SKBBL,58,3,303,1090,330270.00
29825,2022081403002681,MLBL,49,34,15,394.9,5923.50
29826,2022081403002680,NLIC,58,49,35,675,23625.00
29827,2022081403002679,NLIC,58,49,58,675,39150.00
29828,2022081403002678,SKBBL,42,3,50,1090,54500.00
29829,2022081403002677,HIDCL,21,45,300,207.8,62340.00
29830,2022081401004240,LBL,32,8,10,200,2000.00
29831,2022081403002676,NTC,58,55,10,874,8740.00
29832,2022081403002675,MNBBL,10,1,66,445,29370.00
29833,2022081403002674,JFL,19,39,10,420,4200.00
29834,2022081404001291,SHPC,42,35,42,323,13566.00
29835,2022081404001290,SHPC,42,58,150,323,48450.00
29836,2022081404001289,API,38,38,50,257,12850.00
29837,2022081404001288,API,58,38,20,258,5160.00
29838,2022081404001287,API,17,38,25,259,6475.00
29839,2022081404001286,API,34,38,38,259,9842.00
29840,2022081401004239,GVL,49,42,10,378.5,3785.00
29841,2022081401004238,GVL,49,45,10,376,3760.00
29842,2022081404001285,MHNL,45,51,50,298,14900.00
29843,2022081404001284,HEI,34,26,400,425.3,170120.00
29844,2022081404001283,RADHI,21,25,24,576,13824.00
29845,2022081404001282,RADHI,6,25,65,576,37440.00
29846,2022081404001281,SPDL,57,55,150,334,50100.00
29847,2022081404001280,UPCL,25,54,50,258,12900.00
29848,2022081403002673,RMDC,56,38,20,865,17300.00
29849,2022081403002672,RMDC,56,39,430,865,371950.00
29850,2022081401004237,HHL,38,32,10,325.2,3252.00
29851,2022081403002671,NMFBS,48,22,20,2335,46700.00
29852,2022081401004236,SHIVM,59,7,10,742,7420.00
29853,2022081401004235,CZBIL,5,39,20,200,4000.00
29854,2022081401004234,CZBIL,57,39,20,200,4000.00
29855,2022081401004233,CZBIL,44,39,100,200,20000.00
29856,2022081401004232,CZBIL,48,39,200,200,40000.00
29857,2022081401004231,CZBIL,11,39,200,200,40000.00
29858,2022081401004230,CZBIL,48,39,346,200,69200.00
29859,2022081401004229,CZBIL,26,39,86,200.1,17208.60
29860,2022081401004228,CZBIL,21,39,10,200.2,2002.00
29861,2022081401004227,RFPL,20,35,10,289,2890.00
29862,2022081401004226,NABIL,34,52,17,795,13515.00
29863,2022081403002670,LBBL,44,45,244,398,97112.00
29864,2022081401004225,NABIL,58,52,25,795,19875.00
29865,2022081404001279,API,41,57,30,260,7800.00
29866,2022081404001278,API,41,26,20,260,5200.00
29867,2022081403002669,NTC,58,34,100,872,87200.00
29868,2022081403002668,JFL,34,39,457,420,191940.00
29869,2022081404001277,UPCL,34,33,28,259.6,7268.80
29870,2022081403002667,JFL,34,29,43,420,18060.00
29871,2022081405000382,JALPA,57,3,10,3160,31600.00
29872,2022081405000381,JALPA,57,20,20,3160,63200.00
29873,2022081405000380,JALPA,57,58,10,3160,31600.00
29874,2022081405000379,JALPA,57,3,10,3160,31600.00
29875,2022081405000378,JALPA,57,28,40,3159,126360.00
29876,2022081405000377,JALPA,57,38,10,3158,31580.00
29877,2022081403002666,BFC,45,28,185,396,73260.00
29878,2022081404001276,GHL,58,13,100,230,23000.00
29879,2022081401004224,GVL,43,45,10,375.1,3751.00
29880,2022081403002665,NIFRA,13,6,64,234,14976.00
29881,2022081403002664,MLBSL,38,17,14,3845,53830.00
29882,2022081401004223,BHDC,35,58,10,468,4680.00
29883,2022081403002663,NIFRA,13,47,27,234,6318.00
29884,2022081403002662,NIFRA,49,47,27,234,6318.00
29885,2022081401004222,HDL,26,35,10,3615,36150.00
29886,2022081401004221,HHL,41,58,10,326,3260.00
29887,2022081403002661,RLFL,42,51,10,357,3570.00
29888,2022081404001275,PICL,28,57,20,400,8000.00
29889,2022081404001274,PICL,28,38,30,399.9,11997.00
29890,2022081403002660,NLIC,59,49,80,675,54000.00
29891,2022081401004220,NMB,14,10,100,257,25700.00
29892,2022081404001273,RBCL,8,45,10,14000,140000.00
29893,2022081401004219,RFPL,20,49,10,289,2890.00
29894,2022081404001272,UPPER,14,45,32,483.2,15462.40
29895,2022081404001271,UPPER,29,45,20,483.2,9664.00
29896,2022081401004218,RFPL,20,35,10,289,2890.00
29897,2022081403002659,HIDCL,29,45,100,207.6,20760.00
29898,2022081403002658,HIDCL,29,22,23,207.5,4772.50
29899,2022081403002657,HIDCL,29,45,50,207.5,10375.00
29900,2022081403002656,HIDCL,29,45,50,207.4,10370.00
29901,2022081403002655,HIDCL,29,45,50,207.3,10365.00
29902,2022081403002654,HIDCL,29,55,42,207.3,8706.60
29903,2022081403002653,HIDCL,29,45,20,207.2,4144.00
29904,2022081401004217,SBL,29,14,10,311,3110.00
29905,2022081401004216,HHL,42,26,10,327,3270.00
29906,2022081401004215,HHL,42,26,10,327,3270.00
29907,2022081401004214,HHL,42,35,10,326.9,3269.00
29908,2022081403002652,GFCL,42,58,60,541,32460.00
29909,2022081401004213,HHL,42,58,10,326.5,3265.00
29910,2022081401004212,HDL,44,58,10,3610,36100.00
29911,2022081403002651,NLIC,14,49,30,675,20250.00
29912,2022081403002650,NTC,57,55,10,874,8740.00
29913,2022081404001270,AKPL,38,17,49,443,21707.00
29914,2022081404001269,AKPL,38,19,10,442.9,4429.00
29915,2022081404001268,AKPL,38,19,10,442,4420.00
29916,2022081404001267,AKPL,38,38,31,442,13702.00
29917,2022081401004211,PRVU,35,55,24,209,5016.00
29918,2022081404001266,SHPC,22,58,150,323,48450.00
29919,2022081404001265,SHPC,22,45,50,323,16150.00
29920,2022081404001264,SHPC,22,53,100,323,32300.00
29921,2022081404001263,NICSF,26,14,1100,8.5,9350.00
29922,2022081401004210,NCCB,34,14,10,206.5,2065.00
29923,2022081401004209,HHL,41,45,10,326,3260.00
29924,2022081401004208,SHIVM,59,18,50,742,37100.00
29925,2022081404001262,UPCL,58,33,160,259.6,41536.00
29926,2022081404001261,UPCL,58,33,500,259.6,129800.00
29927,2022081404001260,UPCL,58,33,500,259.6,129800.00
29928,2022081404001259,UPCL,58,33,500,259.5,129750.00
29929,2022081404001258,UPCL,58,33,500,259.4,129700.00
29930,2022081404001257,UPCL,58,38,50,259,12950.00
29931,2022081404001256,UPCL,58,36,790,259,204610.00
29932,2022081403002649,MFIL,5,54,50,443,22150.00
29933,2022081403002648,SFCL,52,50,200,290.7,58140.00
29934,2022081401004207,HHL,41,17,10,326,3260.00
29935,2022081401004206,PRVU,14,55,100,209,20900.00
29936,2022081403002647,CBBL,45,21,10,1030,10300.00
29937,2022081401004205,DORDI,43,20,250,365,91250.00
29938,2022081401004204,DORDI,43,58,10,365,3650.00
29939,2022081401004203,DORDI,43,52,10,365,3650.00
29940,2022081401004202,DORDI,43,45,30,364.9,10947.00
29941,2022081403002646,SFCL,40,50,300,290.7,87210.00
29942,2022081404001255,UPCL,13,36,510,259,132090.00
29943,2022081404001254,UPCL,13,33,490,258.9,126861.00
29944,2022081403002645,NLIC,29,49,20,675,13500.00
29945,2022081403002644,NLIC,29,7,20,675,13500.00
29946,2022081403002643,NLIC,29,17,10,675,6750.00
29947,2022081401004201,HHL,41,22,10,326,3260.00
29948,2022081401004200,ULBSL,59,48,10,3770,37700.00
29949,2022081401004199,HHL,41,38,10,326,3260.00
29950,2022081401004198,HDL,33,35,20,3615,72300.00
29951,2022081401004197,DORDI,50,14,40,362.7,14508.00
29952,2022081401004196,HHL,41,26,10,326,3260.00
29953,2022081403002642,SWBBL,46,6,100,1343.7,134370.00
29954,2022081401004195,RFPL,20,35,10,289,2890.00
29955,2022081401004194,HHL,41,42,10,326,3260.00
29956,2022081404001253,API,34,26,290,260,75400.00
29957,2022081404001252,API,34,16,200,260,52000.00
29958,2022081404001251,API,34,34,19,260,4940.00
29959,2022081404001250,API,34,57,105,260,27300.00
29960,2022081404001249,API,34,25,50,260,13000.00
29961,2022081404001248,API,34,58,79,260,20540.00
29962,2022081404001247,API,34,10,300,260,78000.00
29963,2022081404001246,API,34,26,200,259.9,51980.00
29964,2022081404001245,API,34,57,36,259.9,9356.40
29965,2022081404001244,API,34,51,150,259.8,38970.00
29966,2022081404001243,API,34,49,56,259.8,14548.80
29967,2022081404001242,API,34,51,15,259,3885.00
29968,2022081404001241,API,34,5,500,259,129500.00
29969,2022081403002641,GBBL,34,33,50,395,19750.00
29970,2022081403002640,GBBL,34,34,325,395,128375.00
29971,2022081403002639,GBBL,34,22,180,395,71100.00
29972,2022081403002638,GBBL,34,16,132,395,52140.00
29973,2022081403002637,GBBL,34,32,230,395,90850.00
29974,2022081401004193,GVL,43,45,10,376,3760.00
29975,2022081401004192,SHIVM,59,33,300,742,222600.00
29976,2022081403002636,SWBBL,44,36,60,1340.3,80418.00
29977,2022081403002635,SWBBL,47,36,40,1343.3,53732.00
29978,2022081403002634,MLBL,32,38,50,395,19750.00
29979,2022081401004191,HHL,41,48,10,326,3260.00
29980,2022081403002633,GMFBS,4,17,10,970,9700.00
29981,2022081401004190,HHL,41,26,10,326,3260.00
29982,2022081403002632,SMATA,41,43,12,870.5,10446.00
29983,2022081401004189,HHL,41,58,10,326,3260.00
29984,2022081403002631,SMATA,41,21,16,870,13920.00
29985,2022081403002630,LBBL,44,17,56,397.8,22276.80
29986,2022081403002629,GBBL,45,32,200,395,79000.00
29987,2022081403002628,NLIC,58,34,49,671.5,32903.50
